Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
SWKS_120619C105,7:98.48,13:98.72,24:98.16,27:98.64:1476697:1.2:2,26:100.44:1733122:1.75:8,26:100.38:1492618:1.75:0,26:101.59:4126748:2.7:48,49:101.14:7339110:1.1:50,52:98.75:2588345:0.75:2,54:99.42:2686047:0.75:0,54:60.09:2713989:0.25:1,53:96.04:2078849:0.11:4,53:96.41:1478516:0.11:0,[53:97.84:1766997:0.15:1
SWKS_120619C106,0:98.48,11:98.72,11:98.16,14:98.64:1476697:1.2:13,9:100.44:1733122:1.2:0,9:100.38:1492618:1.62:5,10:101.59:4126748:2.0:14,16:101.14:7339110:0.87:23,25:98.75:2588345:0.46:2,24:99.42:2686047:0.46:0,24:60.09:2713989:0.25:1,U:96.04:2078849:U:U,25:96.41:1478516:0.25:0,[25:97.84:1766997:0.25:0
SWKS_120619C107,0:98.48,1:98.72,1:98.16,1:98.64:1476697:1.2:0,1:100.44:1733122:1.1:4,5:100.38:1492618:1.1:0,5:101.59:4126748:1.95:2,5:101.14:7339110:0.62:6,9:98.75:2588345:0.4:7,9:99.42:2686047:0.3:3,U:60.09:2713989::,11:96.04:2078849:0.25:0,U:96.41:1478516:U:U,[11:97.84:1766997:0.25:0
SWKS_120619C108,0:98.48,10:98.72,11:98.16,11:98.64:1476697:0.85:0,11:100.44:1733122:0.8:8,14:100.38:1492618:0.8:0,14:101.59:4126748:1.7:4,15:101.14:7339110:0.47:14,29:98.75:2588345:0.47:0,29:99.42:2686047:0.47:0,29:60.09:2713989:0.47:0,U:96.04:2078849:U:U,29:96.41:1478516:0.05:0,29:97.84:1766997:0.05:0
SWKS_120619C109,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.83:8,8:100.38:1492618:0.95:1,9:101.59:4126748:0.95:0,9:101.14:7339110:0.22:1,10:98.75:2588345:0.15:1,9:99.42:2686047:0.15:0,U:60.09:2713989::,9:96.04:2078849:0.15:0,U:96.41:1478516:U:U,9:97.84:1766997:0.15:0
SWKS_120619C110,0:98.48,1:98.72,1:98.16,1:98.64:1476697:0.57:0,1:100.44:1733122:0.55:4,5:100.38:1492618:0.75:2,7:101.59:4126748:1.25:10,15:101.14:7339110:0.15:3,17:98.75:2588345:0.15:1,16:99.42:2686047:0.14:3,15:60.09:2713989:0.14:0,U:96.04:2078849:U:U,14:96.41:1478516:0.07:0,14:97.84:1766997:0.07:0
SWKS_120619C111,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.75:1,1:100.38:1492618:0.55:20,21:101.59:4126748:0.85:2,21:101.14:7339110:0.85:0,21:98.75:2588345:0.85:0,21:99.42:2686047:0.85:0,U:60.09:2713989::,21:96.04:2078849:0.85:0,21:96.41:1478516:0.85:0,21:97.84:1766997:0.85:0
SWKS_120619C112,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.1:20,20:99.42:2686047:0.1:0,U:60.09:2713989::,U:96.04:2078849:U:U,U:96.41:1478516:U:U,20:97.84:1766997:0.1:0
SWKS_120619C113,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.65:2,2:101.14:7339110:0.65:0,2:98.75:2588345:0.65:0,2:99.42:2686047:0.65:0,2:60.09:2713989:0.65:0,2:96.04:2078849:0.65:0,U:96.41:1478516:U:U,2:97.84:1766997:0.65:0
SWKS_121319C93.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,U:60.09:2713989::,0:96.04:2078849:0.0:0,0:96.41:1478516:0.0:0,[0:97.84:1766997:0.0:0
SWKS_121319C94,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,0:60.09:2713989:5.7:4,4:96.04:2078849:5.7:0,4:96.41:1478516:5.7:0,[4:97.84:1766997:5.7:0
SWKS_121319C94.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:4.7:8,8:98.75:2588345:4.7:0,8:99.42:2686047:4.7:0,8:60.09:2713989:4.7:0,8:96.04:2078849:4.7:0,8:96.41:1478516:4.7:0,[8:97.84:1766997:4.7:0
SWKS_121319C95,1:98.48,6:98.72,6:98.16,6:98.64:1476697:6.47:0,6:100.44:1733122:6.47:0,6:100.38:1492618:6.47:0,6:101.59:4126748:6.47:0,6:101.14:7339110:6.47:0,6:98.75:2588345:6.47:0,6:99.42:2686047:6.47:0,6:60.09:2713989:3.9:75,116:96.04:2078849:3.2:25,116:96.41:1478516:3.17:2,[117:97.84:1766997:3.34:25
SWKS_121319C95.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,0:60.09:2713989:0.0:0,0:96.04:2078849:0.0:0,0:96.41:1478516:0.0:0,[0:97.84:1766997:0.0:0
SWKS_121319C96,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,U:60.09:2713989::,0:96.04:2078849:0.0:0,0:96.41:1478516:0.0:0,[0:97.84:1766997:0.0:0
SWKS_121319C96.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,U:60.09:2713989:0.0:0:60.09:2713989:.:,0:96.04:2078849:0.0:0,0:96.41:1478516:0.0:0,[0:97.84:1766997:0.0:0
