Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
SWKS_120619P97,8:98.48,8:98.72,8:98.16,8:98.64:1476697:4.4:0,8:100.44:1733122:3.0:5,13:100.38:1492618:2.8:1,14:101.59:4126748:2.8:0,14:101.14:7339110:1.25:10,19:98.75:2588345:2.0:24,30:99.42:2686047:1.6:1,29:60.09:2713989:2.07:1,34:96.04:2078849:2.9:5,37:96.41:1478516:2.9:0,[37:97.84:1766997:2.4:15
SWKS_120619P97.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:1.75:6,6:99.42:2686047:1.66:41,27:60.09:2713989:2.15:4,42:96.04:2078849:2.4:4,46:96.41:1478516:2.4:0,[46:97.84:1766997:2.2:4
SWKS_120619P98,0:98.48,0:98.72,0:98.16,6:98.64:1476697:3.7:0,6:100.44:1733122:3.2:10,15:100.38:1492618:3.2:0,15:101.59:4126748:2.45:4,18:101.14:7339110:2.35:2,19:98.75:2588345:2.35:17,36:99.42:2686047:1.84:5,40:60.09:2713989:2.52:1,45:96.04:2078849:3.29:0,45:96.41:1478516:3.29:0,[45:97.84:1766997:3.29:0
SWKS_120619P100,2:98.48,2:98.72,2:98.16,2:98.64:1476697:10.8:0,2:100.44:1733122:3.79:7,9:100.38:1492618:3.9:16,25:101.59:4126748:3.5:8,30:101.14:7339110:2.3:4,32:98.75:2588345:3.08:3,31:99.42:2686047:3.3:6,36:60.09:2713989:4.0:6,38:96.04:2078849:4.8:0,38:96.41:1478516:4.36:1,[38:97.84:1766997:4.13:4
SWKS_120619P105,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:5.58:1,1:101.14:7339110:5.9:56,57:98.75:2588345:5.9:0,57:99.42:2686047:5.9:0,57:60.09:2713989:5.9:0,57:96.04:2078849:5.9:0,57:96.41:1478516:5.9:0,[57:97.84:1766997:5.9:0
SWKS_120619P106,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:7.6:4,4:101.59:4126748:7.6:0,4:101.14:7339110:6.7:88,92:98.75:2588345:6.7:0,92:99.42:2686047:6.7:0,92:60.09:2713989:6.7:0,92:96.04:2078849:6.7:0,92:96.41:1478516:6.7:0,[92:97.84:1766997:6.7:0
SWKS_120619P107,0:98.48,0:98.72,0:98.16,0:98.64:1476697:9.3:34,25:100.44:1733122:9.3:0,25:100.38:1492618:9.3:0,25:101.59:4126748:6.76:1,25:101.14:7339110:6.5:1,25:98.75:2588345:8.9:1,24:99.42:2686047:8.9:0,U:60.09:2713989::,24:96.04:2078849:8.9:0,24:96.41:1478516:8.9:0,[24:97.84:1766997:8.9:0
SWKS_120619P108,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,0:60.09:2713989:0.0:0,0:96.04:2078849:0.0:0,0:96.41:1478516:0.0:0,0:97.84:1766997:0.0:0
SWKS_120619P109,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,0:60.09:2713989:0.0:0,0:96.04:2078849:0.0:0,0:96.41:1478516:0.0:0,0:97.84:1766997:0.0:0
SWKS_120619P110,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:9.6:4,4:98.75:2588345:9.6:0,4:99.42:2686047:9.6:0,U:60.09:2713989:0.6:,4:96.04:2078849:12.6:0,4:96.41:1478516:12.6:0,4:97.84:1766997:12.6:0
