Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
IRBT_121319C44.5,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:0.0:0,0:45.13:929609:0.0:0,0:46.68:1218471:0.0:0,0:46.41:775660:0.0:0,0:273.0:891144:0.0:0,0:46.02:705222:0.0:0,[0:46.51:683008:0.0:0
IRBT_121319C45,0:49.32:924324:0.0:0,0:49.24:771657:4.95:30,30:47.68:1372582:4.95:0,30:44.91:2058638:2.6:44,34:44.93:1354224:2.7:4,30:45.13:929609:2.7:0,30:46.68:1218471:2.7:0,30:46.41:775660:2.7:0,30:273.0:891144:2.7:0,30:46.02:705222:2.7:0,[30:46.51:683008:2.88:30
IRBT_121319C45.5,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:2.35:1,1:45.13:929609:2.35:0,1:46.68:1218471:2.35:0,1:46.41:775660:2.35:0,U:273.0:891144:U:U,1:46.02:705222:2.35:0,[1:46.51:683008:2.35:0
IRBT_121319C46,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:0.0:0,0:45.13:929609:0.0:0,0:46.68:1218471:0.0:0,0:46.41:775660:0.0:0,0:273.0:891144:0.0:0,U:46.02:705222:U:U,[0:46.51:683008:0.0:0
IRBT_121319C46.5,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:0.0:0,0:45.13:929609:1.95:2,2:46.68:1218471:2.17:6,2:46.41:775660:1.9:2,0:273.0:891144:1.75:3,4:46.02:705222:1.85:4,[2:46.51:683008:1.85:0
IRBT_121319C47,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:0.0:0,0:45.13:929609:0.0:0,0:46.68:1218471:0.0:0,0:46.41:775660:0.0:0,0:273.0:891144:0.0:0,0:46.02:705222:0.0:0,[0:46.51:683008:0.0:0
IRBT_121319C47.5,0:49.32:924324:0.0:0,0:49.24:771657:3.47:2,2:47.68:1372582:2.54:1,3:44.91:2058638:2.54:0,3:44.93:1354224:2.54:0,3:45.13:929609:1.4:2,4:46.68:1218471:1.4:0,4:46.41:775660:1.4:0,4:273.0:891144:1.35:2,5:46.02:705222:1.45:1,[4:46.51:683008:1.45:0
IRBT_121319C48,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:0.0:0,0:45.13:929609:0.0:0,0:46.68:1218471:0.0:0,0:46.41:775660:0.0:0,0:273.0:891144:0.0:0,U:271.15:1221223:0.0:0:46.02:705222:.:U,[0:46.51:683008:1.17:4
IRBT_121319C48.5,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:0.0:0,0:45.13:929609:0.0:0,0:46.68:1218471:0.0:0,0:46.41:775660:1.2:3,U:273.0:891144:U:U,3:46.02:705222:1.3:0,[3:46.51:683008:1.3:0
IRBT_121319C49,2:49.32:924324:2.5:0,2:49.24:771657:2.5:0,2:47.68:1372582:1.84:11,12:44.91:2058638:1.84:0,12:44.93:1354224:0.95:10,12:45.13:929609:1.1:1,13:46.68:1218471:0.97:1,13:46.41:775660:0.97:0,13:273.0:891144:0.97:0,U:46.02:705222:U:U,[13:46.51:683008:0.97:0
